wine number,acidity type 1,acidity type 2,citric acid,residual sugar,chlorides,sulfur dioxide type 1,sulfur dioxide type 2,pH,sulphates,alcohol,density,color,quality
3292,5.2,0.24,0.45,3.8,0.027,21,128,3.55,0.49,11.2,0.992,W,8
3293,7.3,0.49,0.32,5.2,0.043,18,104,3.24,0.45,10.7,0.9952,W,4
3294,6.7,0.25,0.74,19.4,0.054,44,169,3.51,0.45,9.8,1.0004,W,6
3295,6.5,0.25,0.27,17.4,0.064,29,140,3.2,0.49,10.1,0.99776,W,6
3296,7.6,0.38,0.28,4.2,0.029,7,112,3,0.41,12.6,0.9906,W,6
3297,5.8,0.3,0.38,4.9,0.039,22,86,3.23,0.58,13.1,0.98963,W,7
3298,6.1,0.43,0.35,9.1,0.059,83,249,3.37,0.5,8.5,0.9971,W,5
3299,6.8,0.73,0.2,6.6,0.054,25,65,3.12,0.28,11.1,0.99324,W,4
3300,8.2,0.885,0.2,1.4,0.086,7,31,3.11,0.46,10,0.9946,R,5
3301,6.7,0.41,0.34,9.2,0.049,29,150,3.22,0.51,9.1,0.9968,W,5
3302,6.7,0.29,0.45,14.3,0.054,30,181,3.14,0.57,9.1,0.99869,W,5
3303,6.7,0.19,0.39,1,0.032,14,71,3.31,0.38,13,0.98912,W,7
3304,5.6,0.245,0.25,9.7,0.032,12,68,3.31,0.34,10.5,0.994,W,5
3305,6.8,0.17,0.74,2.4,0.053,61,182,3.63,0.76,10.5,0.9953,W,6
3306,7,0.24,0.35,1.5,0.052,51,128,3.41,0.59,10.4,0.9941,W,7
3307,6.7,0.24,0.26,12.6,0.053,44,182,3.42,0.42,9.7,0.99802,W,5
3308,7.2,0.25,0.39,18.95,0.038,42,155,2.97,0.47,9,0.9999,W,6
3309,6.7,0.62,0.21,1.9,0.079,8,62,3.52,0.58,9.3,0.997,R,6
3310,6.2,0.18,0.38,1.5,0.028,36,117,3.47,0.54,9.7,0.993,W,6
3311,5.7,0.27,0.16,9,0.053,32,111,3.36,0.37,10.4,0.99474,W,6
3312,7.2,0.39,0.63,11,0.044,55,156,3.09,0.44,8.7,0.9974,W,6
3313,6.5,0.32,0.3,2.3,0.051,20,127,3.13,0.52,12.8,0.98964,W,6
3314,7,0.15,0.3,13.3,0.049,46,120,3.2,0.36,9.5,0.99704,W,7
3315,6.4,0.15,0.29,1.8,0.044,21,115,3.1,0.38,10.2,0.99166,W,5
3316,9.9,0.25,0.46,1.7,0.062,26,42,3.18,0.83,10.6,0.9959,R,6
3317,7.1,0.2,0.36,11.6,0.042,45,124,2.92,0.59,9.5,0.997,W,7
3318,10.7,0.35,0.53,2.6,0.07,5,16,3.15,0.65,11,0.9972,R,8
3319,7.3,0.25,0.29,7.5,0.049,38,158,3.43,0.38,9.6,0.9965,W,5
3320,7.6,0.23,0.49,10,0.036,45,182,3.08,0.58,9.6,0.9967,W,6
3321,8.2,0.7,0.23,2,0.099,14,81,3.19,0.7,9.4,0.9973,R,5
3322,7.3,1.07,0.09,1.7,0.178,10,89,3.3,0.57,9,0.9962,R,5
3323,6.1,0.3,0.47,1.4,0.049,50,187,3.19,0.45,9.5,0.9927,W,5
3324,9,0.46,0.31,2.8,0.093,19,98,3.32,0.63,9.5,0.99815,R,6
3325,8.4,0.65,0.6,2.1,0.112,12,90,3.2,0.52,9.2,0.9973,R,5
3326,7.5,0.29,0.67,8.1,0.037,53,166,2.9,0.41,8.9,0.9966,W,6
3327,7.6,0.15,0.4,1.3,0.036,24,112,3.14,0.76,10,0.9932,W,5
3328,7.4,0.61,0.01,2,0.074,13,38,3.48,0.65,9.8,0.99748,R,5
3329,7.1,0.27,0.27,10.4,0.041,26,114,3.04,0.52,11.5,0.99335,W,7
3330,6.7,0.28,0.31,7.4,0.041,7,81,3.04,0.47,11.4,0.99254,W,8
3331,6,0.49,0,2.3,0.068,15,33,3.58,0.59,12.5,0.99292,R,6
3332,7,0.32,0.29,7.6,0.025,35,124,3.15,0.65,12.8,0.99162,W,7
3333,6.5,0.08,0.33,1.9,0.028,23,93,3.34,0.7,12,0.991,W,7
3334,7.5,0.34,0.24,3.85,0.031,5,34,3.01,0.36,11.8,0.99098,W,4
3335,7.4,0.52,0.13,2.4,0.078,34,61,3.43,0.59,10.8,0.99528,R,6
3336,6.5,0.13,0.27,2.6,0.035,32,76,3.21,0.76,11.33333333,0.9914,W,6
3337,6.6,0.435,0.38,9.2,0.058,66,243,3.23,0.54,9.1,0.99833,W,6
3338,7.3,0.26,0.53,12.7,0.047,60.5,164.5,3.06,0.45,9.1,0.9984,W,6
3339,6.8,0.32,0.37,3.4,0.023,19,87,3.14,0.53,12.7,0.9902,W,6
3340,6,0.38,0.26,3.5,0.035,38,111,3.18,0.47,13.6,0.98872,W,7
3341,8.4,0.2,0.38,11.8,0.055,51,170,3.34,0.82,8.9,1.0004,W,6
3342,7,0.65,0.02,2.1,0.066,8,25,3.47,0.67,9.5,0.9972,R,6
3343,7.6,0.43,0.29,2.1,0.075,19,66,3.4,0.64,9.5,0.99718,R,5
3344,6.5,0.885,0,2.3,0.166,6,12,3.56,0.51,10.8,0.99551,R,5
3345,6.3,0.12,0.36,2.1,0.044,47,146,3.27,0.74,11.4,0.9914,W,7
3346,7.8,0.3,0.37,1.3,0.051,16,96,3.32,0.62,10,0.9941,W,5
3347,6.9,0.2,0.41,1.1,0.06,36,104,2.99,0.39,9.2,0.99317,W,5
3348,7.1,0.46,0.14,2.8,0.076,15,37,3.36,0.49,10.7,0.99624,R,5
3349,7.1,0.145,0.33,4.6,0.05,33,131,3.28,0.4,9.6,0.9942,W,6
3350,6.6,0.33,0.4,2.65,0.041,35,86,3.11,0.39,13.3,0.98916,W,7
3351,7.3,0.34,0.21,3.2,0.05,14,136,3.25,0.44,10.2,0.9936,W,5
3352,6.3,0.14,0.39,1.2,0.044,26,116,3.26,0.53,10.3,0.992,W,6
3353,6.8,0.26,0.29,16.95,0.056,48,179,3.45,0.4,9.6,0.9998,W,5
3354,5.8,0.27,0.2,7.3,0.04,42,145,3.15,0.48,9.8,0.99442,W,5
3355,6.6,0.19,0.41,8.9,0.046,51,169,3.14,0.57,9.8,0.9954,W,6
3356,8.5,0.46,0.59,1.4,0.414,16,45,3.03,1.34,9.2,0.99702,R,5
3357,6.6,0.23,0.37,8.5,0.036,46,153,3.2,0.48,9.4,0.99576,W,6
3358,6.1,0.26,0.51,2.2,0.05,61,154,3.08,0.6,9.8,0.9929,W,6
3359,7.1,0.23,0.39,1.6,0.032,12,65,3.25,0.4,12.7,0.9898,W,7
3360,7.6,0.27,0.3,9.2,0.018,23,96,3.08,0.29,11,0.9938,W,6
3361,7.6,0.41,0.24,1.8,0.08,4,11,3.28,0.59,9.5,0.9962,R,5
3362,7.4,0.23,0.43,1.4,0.044,22,113,3.22,0.62,10.6,0.9938,W,6
3363,6.8,0.24,0.34,5.1,0.038,31,99,3.24,0.46,11.8,0.9921,W,6
3364,6.9,0.38,0.29,13.65,0.048,52,189,3,0.6,9.5,0.99784,W,6
3365,6.5,0.19,0.1,1.3,0.046,23,107,3.29,0.45,10,0.9937,W,5
3366,6.4,0.36,0.2,5.7,0.118,61,172,3.24,0.43,9.5,0.9946,W,6
3367,7.8,0.28,0.31,2.1,0.046,28,208,3.23,0.64,9.8,0.99434,W,5
3368,6.8,0.32,0.37,3.4,0.023,19,87,3.14,0.53,12.7,0.9902,W,6
3369,6.8,0.26,0.24,7.8,0.052,54,214,3.13,0.47,8.9,0.9961,W,5
3370,10.5,0.28,0.51,1.7,0.08,10,24,3.2,0.89,9.4,0.9982,R,6
3371,8,0.33,0.32,4.6,0.041,31,180,2.92,0.74,12.2,0.99184,W,6
3372,7.6,0.19,0.38,10.6,0.06,48,174,3.13,0.38,10.5,0.9962,W,6
3373,6.9,0.63,0.02,1.9,0.078,18,30,3.4,0.75,9.8,0.99712,R,5
3374,6.7,0.39,0.24,2.7,0.017,22,80,3.03,0.37,11.5,0.99084,W,5
3375,7.8,0.56,0.19,1.8,0.104,12,47,3.19,0.93,9.5,0.9964,R,5
3376,5.9,0.22,0.3,1.3,0.052,42,86,3.31,0.47,11.55,0.99069,W,6
3377,7.5,0.63,0.27,2,0.083,17,91,3.26,0.58,9.8,0.99616,R,6
3378,7,0.35,0.31,1.8,0.069,15,162,3.18,0.47,9.4,0.9944,W,5
3379,6.4,0.41,0.01,6.1,0.048,20,70,3.19,0.42,10,0.99362,W,5
3380,6.2,0.29,0.26,13.1,0.046,55,204,3.16,0.41,9.6,0.99745,W,6
3381,7.1,0.13,0.29,15.5,0.064,56,115.5,3.16,0.41,9.7,0.99737,W,7
3382,7,0.735,0.05,2,0.081,13,54,3.39,0.57,9.8,0.9966,R,5
3383,10,0.56,0.24,2.2,0.079,19,58,3.18,0.56,10.1,0.9991,R,6
3384,6.1,0.38,0.14,3.9,0.06,27,113,3.07,0.34,9.2,0.99344,W,4
3385,6.7,0.22,0.37,1.6,0.028,24,102,3.29,0.59,11.6,0.9913,W,7
3386,8,0.83,0.27,2,0.08,11,63,3.29,0.48,9.8,0.99652,R,4
3387,6.4,0.2,0.32,3.1,0.041,18,126,3.43,0.42,12,0.9914,W,6
3388,6.8,0.13,0.39,1.4,0.034,19,102,3.23,0.6,11.3,0.99121,W,7
3389,8,0.27,0.25,19.1,0.045,50,208,3.05,0.5,9.2,1.00051,W,6
3390,8.6,0.55,0.09,3.3,0.068,8,17,3.23,0.44,10,0.99735,R,5
3391,15,0.21,0.44,2.2,0.075,10,24,3.07,0.84,9.2,1.00005,R,7
3392,6.6,0.36,0.29,1.6,0.021,24,85,3.41,0.61,12.4,0.98965,W,9
3393,5.8,0.27,0.4,1.2,0.076,47,130,3.13,0.45,10.3,0.99185,W,6
3394,6.5,0.3,0.29,2.25,0.037,8,210,3.19,0.62,9.9,0.9937,W,5
3395,6.7,0.34,0.4,2.1,0.033,34,111,2.97,0.48,12.2,0.98924,W,7
3396,8,0.55,0.42,12.6,0.211,37,213,2.99,0.56,9.3,0.9988,W,5
3397,5.7,0.255,0.65,1.2,0.079,17,137,3.2,0.42,9.4,0.99307,W,5
3398,12.6,0.41,0.54,2.8,0.103,19,41,3.21,0.76,11.3,0.99939,R,6
3399,6.8,0.22,0.29,8.9,0.046,82,188,3.3,0.44,10.3,0.9955,W,6
3400,7.4,0.26,0.43,6,0.022,22,125,3.13,0.55,11.5,0.9928,W,6
3401,8.9,0.28,0.45,1.7,0.067,7,12,3.25,0.55,12.3,0.99354,R,7
3402,6.4,0.45,0.07,1.1,0.03,10,131,2.97,0.28,10.8,0.9905,W,5
3403,7.1,0.23,0.23,3.5,0.038,23,112,3.05,0.37,11.36666667,0.99157,W,6
3404,6.8,0.28,0.36,1.6,0.04,25,87,3.23,0.66,10.3,0.9924,W,6
3405,6,0.28,0.25,1.8,0.042,8,108,3.08,0.55,9,0.9929,W,5
3406,9,0.36,0.52,2.1,0.111,5,10,3.31,0.62,11.3,0.99568,R,6
3407,5.4,0.46,0.15,2.1,0.026,29,130,3.39,0.77,13.4,0.98953,W,8
3408,5.8,0.34,0.21,6.6,0.04,50,167,3.29,0.62,10,0.9941,W,5
3409,6,0.34,0.32,3.8,0.044,13,116,3.39,0.44,11.8,0.99108,W,7
3410,6.4,0.475,0.06,1,0.03,9,131,2.97,0.29,10.8,0.9904,W,5
3411,6.4,0.37,0.49,13.3,0.045,53,243,3.14,0.48,8.5,0.9982,W,6
3412,7.4,0.55,0.19,1.8,0.082,15,34,3.49,0.68,10.5,0.99655,R,5
3413,6.4,0.47,0.4,2.4,0.071,8,19,3.56,0.73,10.6,0.9963,R,6
3414,8,0.58,0.28,3.2,0.066,21,114,3.22,0.54,9.4,0.9973,R,6
3415,6.4,0.28,0.19,5.4,0.042,67,181,3.31,0.35,10.2,0.99435,W,6
3416,6.7,0.27,0.33,3.6,0.034,9,45,3.08,0.4,10.5,0.99144,W,6
3417,6.9,0.51,0.23,2,0.072,13,22,3.4,0.84,11.2,0.99438,R,6
3418,11.6,0.58,0.66,2.2,0.074,10,47,3.25,0.57,9,1.0008,R,3
3419,7.2,0.52,0.07,1.4,0.074,5,20,3.32,0.81,9.6,0.9973,R,6
3420,7.8,0.76,0.04,2.3,0.092,15,54,3.26,0.65,9.8,0.997,R,5
3421,6.9,0.26,0.29,4.2,0.043,33,114,3.16,0.31,12.5,0.9902,W,6
3422,6.2,0.45,0.2,1.6,0.069,3,15,3.41,0.56,9.2,0.9958,R,5
3423,6.3,0.25,0.22,3.3,0.048,41,161,3.16,0.5,10.5,0.99256,W,6
3424,9.2,0.34,0.54,17.3,0.06,46,235,3.08,0.61,8.8,1.00182,W,6
3425,7.6,0.43,0.31,2.1,0.069,13,74,3.26,0.54,9.9,0.9958,R,6
3426,6.6,0.54,0.21,16.3,0.055,41,182,3.35,0.54,10.4,0.9986,W,6
3427,8.6,0.645,0.25,2,0.083,8,28,3.28,0.6,10,0.99815,R,6
3428,9.6,0.41,0.37,2.3,0.091,10,23,3.24,0.56,10.5,0.99786,R,5
3429,7.5,0.38,0.57,2.3,0.106,5,12,3.36,0.55,11.4,0.99605,R,6
3430,8,0.38,0.06,1.8,0.078,12,49,3.37,0.52,9.9,0.99625,R,6
3431,8.6,0.725,0.24,6.6,0.117,31,134,3.32,1.07,9.3,1.0014,R,5
3432,6.6,0.22,0.37,1.2,0.059,45,199,3.37,0.55,10.3,0.993,W,7
3433,6.3,0.15,0.3,1.4,0.022,38,100,3.42,0.57,11.4,0.99099,W,7
3434,7.7,0.28,0.29,6.9,0.041,29,163,3.44,0.6,10.5,0.9952,W,6
3435,7.8,0.57,0.31,1.8,0.069,26,120,3.29,0.53,9.3,0.99625,R,5
3436,6.4,0.29,0.3,2.9,0.036,25,79,3.29,0.6,12.4,0.99037,W,7
3437,6.3,0.2,0.37,11.8,0.045,58,130,3.2,0.35,10.8,0.99519,W,5
3438,6.5,0.46,0.14,2.4,0.114,9,37,3.66,0.65,9.8,0.99732,R,5
3439,6,0.36,0.06,1.4,0.066,27,128,3.26,0.55,9.3,0.9934,W,5
3440,6.8,0.19,0.34,1.9,0.04,41,108,3.25,0.45,12.9,0.99,W,6
3441,9.1,0.59,0.38,1.6,0.066,34,182,3.23,0.38,8.5,0.9968,W,3
3442,7.5,0.53,0.06,2.6,0.086,20,44,3.38,0.59,10.7,0.9965,R,6
3443,6.3,0.22,0.27,4.5,0.036,81,157,3.05,0.76,10.7,0.9928,W,7
3444,4.4,0.54,0.09,5.1,0.038,52,97,3.41,0.4,12.2,0.99022,W,7
3445,7.6,0.31,0.23,12.7,0.054,20,139,3.16,0.5,9.7,0.99836,W,4
3446,9.2,0.27,0.34,10.5,0.043,49,228,3.04,0.41,10.4,0.9974,W,6
3447,6.7,0.29,0.49,4.7,0.034,35,156,3.13,0.45,9.9,0.9945,W,6
3448,7.8,0.26,0.49,3.1,0.045,21,116,3.16,0.35,10.3,0.9931,W,5
3449,9.2,0.27,0.34,10.5,0.043,49,228,3.04,0.41,10.4,0.9974,W,6
3450,7.4,0.2,0.35,6.1,0.025,10,40,2.79,0.52,10.9,0.99244,W,5
3451,5.8,0.315,0.19,19.4,0.031,28,106,2.97,0.4,10.55,0.99704,W,6
3452,7.7,0.27,0.68,3.5,0.358,5,10,3.25,1.08,9.9,0.9972,R,7
3453,7.3,0.91,0.1,1.8,0.074,20,56,3.35,0.56,9.2,0.99672,R,5
3454,7.8,0.91,0.07,1.9,0.058,22,47,3.51,0.43,10.7,0.99525,R,6
3455,7.2,0.39,0.44,2.6,0.066,22,48,3.3,0.84,11.5,0.99494,R,6
3456,4.5,0.19,0.21,0.95,0.033,89,159,3.34,0.42,8,0.99332,W,5
3457,6.6,0.32,0.34,7.7,0.044,63,212,3.22,0.48,9.7,0.99526,W,6
3458,7.3,0.19,0.27,13.9,0.057,45,155,2.94,0.41,8.8,0.99807,W,8
3459,6.6,0.39,0.39,11.9,0.057,51,221,3.26,0.51,8.9,0.99851,W,6
3460,6.1,0.28,0.23,4.2,0.038,13,95,2.97,0.7,13.1,0.98898,W,6
3461,8.5,0.23,0.28,11.1,0.033,30,97,3.03,0.39,10.5,0.99507,W,7
3462,6.5,0.53,0.06,2,0.063,29,44,3.38,0.83,10.3,0.99489,R,6
3463,6.9,0.18,0.36,1.3,0.036,40,117,3.27,0.95,9.5,0.9934,W,7
3464,10.4,0.575,0.61,2.6,0.076,11,24,3.16,0.69,9,1,R,5
3465,8.4,0.25,0.39,2,0.041,4,10,3.27,0.71,12.5,0.99386,R,7
3466,6.1,0.28,0.25,6.9,0.056,44,201,3.19,0.4,9.1,0.9955,W,6
3467,9.2,0.25,0.34,1.2,0.026,31,93,2.93,0.37,11.3,0.9916,W,7
3468,7.1,0.26,0.32,14.45,0.074,29,107,2.96,0.42,9.2,0.998,W,6
3469,6.4,0.28,0.28,3,0.04,19,98,3.25,0.47,11.1,0.99216,W,6
3470,6.6,0.25,0.34,3,0.054,22,141,3.26,0.47,10.4,0.99338,W,6
3471,10.3,0.17,0.47,1.4,0.037,5,33,2.89,0.28,9.6,0.9939,W,3
3472,6.5,0.25,0.32,9.9,0.045,41,128,3.18,0.52,9.6,0.99636,W,6
3473,6.5,0.35,0.28,12.4,0.051,86,213,3.16,0.51,9.9,0.9962,W,6
3474,8.9,0.12,0.45,1.8,0.075,10,21,3.41,0.76,11.9,0.99552,R,7
3475,5.9,0.37,0.32,1.6,0.029,41,102,3.41,0.55,12.7,0.98916,W,7
3476,7.1,0.39,0.12,2.1,0.065,14,24,3.3,0.53,13.3,0.99252,R,6
3477,6.4,0.26,0.42,9.7,0.044,30,140,3.18,0.47,9.1,0.9962,W,6
3478,7.4,0.29,0.31,1.7,0.035,23,110,3.07,0.38,10.9,0.9926,W,5
3479,8.6,0.2,0.42,1.5,0.041,35,125,3.11,0.49,11.4,0.9925,W,7
3480,6.5,0.22,0.25,17.1,0.05,44,138,3.3,0.37,8.8,1.0001,W,5
3481,7.1,0.18,0.39,14.5,0.051,48,156,3.35,0.78,9.1,0.99947,W,5
3482,5.9,0.29,0.25,13.4,0.067,72,160,3.33,0.54,10.3,0.99721,R,6
3483,5.2,0.31,0.36,5.1,0.031,46,145,3.14,0.31,12.4,0.9897,W,7
3484,6.3,0.25,0.22,3.3,0.048,41,161,3.16,0.5,10.5,0.99256,W,6
3485,7,0.43,0.3,2,0.085,6,39,3.33,0.46,11.9,0.99346,R,6
3486,7.2,0.6,0.04,2.5,0.076,18,88,3.53,0.55,9.5,0.99745,R,5
3487,6.9,0.84,0.21,4.1,0.074,16,65,3.53,0.72,9.25,0.99842,R,6
3488,7.5,0.25,0.47,4.1,0.041,95,163,2.92,0.59,11.3,0.99184,W,6
3489,6.1,0.41,0.24,1.6,0.049,16,137,3.32,0.5,10.4,0.993,W,6
3490,7.2,0.32,0.4,8.7,0.038,45,154,3.2,0.47,10.4,0.99568,W,6
3491,7.4,0.18,0.36,13.1,0.056,72,163,3.42,0.35,9.1,1,W,6
3492,6.8,0.15,0.41,12.9,0.044,79.5,183,3.24,0.78,10.2,0.99742,W,6
3493,7.2,0.39,0.32,1.8,0.065,34,60,3.46,0.78,9.9,0.99714,R,5
3494,7,0.22,0.3,1.4,0.04,14,63,3.2,0.33,12,0.98985,W,6
3495,6.7,0.21,0.34,1.5,0.035,45,123,3.24,0.36,12.6,0.98949,W,7
3496,6.5,0.18,0.48,18,0.054,56,183,2.98,0.61,8.5,1.00038,W,6
3497,7.8,0.5,0.3,1.9,0.075,8,22,3.31,0.56,10.4,0.9959,R,6
3498,12,0.39,0.66,3,0.093,12,30,3.18,0.63,10.8,0.9996,R,7
3499,6.1,0.27,0.31,3.9,0.034,42,137,3.24,0.46,10.9,0.99218,W,6
3500,8.4,0.16,0.33,1.5,0.033,16,98,3.14,0.42,9.7,0.994,W,6
3501,7.1,0.13,0.4,1.2,0.047,54,134,3.3,0.97,9.8,0.9932,W,7
3502,8.1,0.825,0.24,2.1,0.084,5,13,3.37,0.77,10.7,0.9972,R,6
3503,7.1,0.6,0.01,2.3,0.079,24,37,3.4,0.61,10.9,0.99514,R,6
3504,6.3,0.13,0.42,1.1,0.043,63,146,3.13,0.72,11.2,0.99066,W,7
3505,6.9,0.74,0.03,2.3,0.054,7,16,3.45,0.63,11.5,0.99508,R,6
3506,5.7,0.22,0.22,16.65,0.044,39,110,3.24,0.48,9,0.99855,W,6
3507,8.1,0.575,0.22,2.1,0.077,12,65,3.29,0.51,9.2,0.9967,R,5
3508,7,0.39,0.24,1,0.048,8,119,3,0.31,10.1,0.9923,W,4
3509,6.2,0.22,0.28,2.2,0.04,24,125,3.19,0.48,10.5,0.9917,W,6
3510,7,0.28,0.32,7.75,0.032,30,114,3.12,0.64,12.8,0.99158,W,7
3511,6.4,0.26,0.21,8.2,0.05,51,182,3.23,0.48,9.5,0.99542,W,5
3512,7,0.17,0.74,12.8,0.045,24,126,3.26,0.38,12.2,0.9942,W,8
3513,5.4,0.22,0.29,1.2,0.045,69,152,3.76,0.63,11,0.99178,W,7
3514,6.3,0.25,0.27,6.6,0.054,40,158,3.2,0.48,10.3,0.99378,W,5
3515,6.4,0.31,0.53,8.8,0.057,36,221,3.17,0.44,9.1,0.99642,W,5
3516,4.8,0.34,0,6.5,0.028,33,163,3.36,0.61,9.9,0.9939,W,6
3517,7.9,0.22,0.49,3.8,0.042,26,105,3.1,0.39,10.5,0.993,W,5
3518,8.4,0.56,0.04,2,0.082,10,22,3.22,0.44,9.6,0.9976,R,5
3519,7.9,0.4,0.3,1.8,0.157,2,45,3.31,0.91,9.5,0.99727,R,6
3520,6.8,0.31,0.32,7.6,0.052,35,143,3.14,0.38,9,0.9959,W,5
3521,6.3,0.23,0.22,17.45,0.054,42,151,3.12,0.6,9.3,0.99853,W,6
3522,7.4,0.35,0.31,17.95,0.062,42,187,3.27,0.64,9.1,1.0002,W,5
3523,8.1,0.2,0.49,8.1,0.051,51,205,3.1,0.52,11,0.9954,W,6
3524,7,0.32,0.34,1.3,0.042,20,69,3.31,0.65,12,0.9912,W,7
3525,7.5,0.23,0.32,9.2,0.038,54,191,3.04,0.56,9.7,0.9966,W,6
3526,5.6,0.32,0.33,7.4,0.037,25,95,3.25,0.49,11.1,0.99268,W,6
3527,7.1,0.2,0.3,0.9,0.019,4,28,3.2,0.36,12,0.98931,W,6
3528,6.2,0.56,0.09,1.7,0.053,24,32,3.54,0.6,11.3,0.99402,R,5
3529,7.5,0.34,0.28,4,0.028,46,100,3.2,0.5,13.2,0.98958,W,7
3530,7.1,0.18,0.26,1.3,0.041,20,71,3.04,0.74,9.9,0.9926,W,6
3531,7,0.21,0.28,7.5,0.07,45,185,3.34,0.55,9.4,0.9966,W,5
3532,13.5,0.53,0.79,4.8,0.12,23,77,3.18,0.77,13,1.0018,R,5
3533,7.3,0.27,0.3,1.3,0.04,26,84,3.28,0.53,10.7,0.99222,W,6
3534,6.6,0.24,0.24,8.6,0.034,25,135,3.33,0.59,10.3,0.99582,W,6
3535,8.3,0.3,0.49,3.8,0.09,11,24,3.27,0.64,12.1,0.99498,R,7
3536,9.2,0.41,0.5,2.5,0.055,12,25,3.34,0.79,13.3,0.9952,R,7
3537,7.5,0.43,0.3,2.2,0.062,6,12,3.44,0.72,11.5,0.99495,R,7
3538,6.6,0.31,0.28,1.4,0.035,28,107,3,0.4,13.2,0.98836,W,6
3539,6.6,0.26,0.28,9.4,0.028,13,121,3.17,0.34,12.1,0.99254,W,6
3540,6.9,0.4,0.24,2.5,0.083,30,45,3.26,0.58,10,0.9959,R,5
3541,6.1,0.28,0.27,8,0.048,41,162,3.21,0.51,9.9,0.99498,W,5
3542,7.4,0.19,0.3,12.8,0.053,48.5,229,3.14,0.49,9.1,0.9986,W,7
3543,6.7,0.31,0.18,7.7,0.043,57,200,3.17,0.44,9.4,0.99566,W,6
3544,6.4,0.24,0.49,5.8,0.053,25,120,3.01,0.98,10.5,0.9942,W,6
3545,6.7,0.31,0.31,4.9,0.031,20,151,3.36,0.82,12,0.9926,W,7
3546,6.5,0.23,0.25,17.3,0.046,15,110,3.15,0.42,9.2,0.99828,W,6
3547,6.2,0.26,0.32,15.3,0.031,64,185,3.31,0.61,9.4,0.99835,W,5
3548,7.9,0.51,0.36,6.2,0.051,30,173,3.09,0.53,9.7,0.9984,W,5
3549,6.4,0.3,0.45,3.5,0.197,76,180,3.02,0.39,9.1,0.9942,W,6
3550,6.4,0.22,0.38,9.1,0.044,35,127,2.97,0.3,11,0.99326,W,7
3551,7.3,0.37,0.16,14.9,0.048,59,240,3.13,0.45,8.9,0.99902,W,5
3552,7.7,0.3,0.42,14.3,0.045,45,213,3.18,0.63,9.2,0.9991,W,5
3553,7,0.32,0.29,4.9,0.036,41,150,3.38,0.43,12.2,0.99168,W,6
3554,9.3,0.4,0.49,2.5,0.085,38,142,3.22,0.55,9.4,0.9978,R,5
3555,6.8,0.2,0.25,6.2,0.052,22,106,3.09,0.54,10.8,0.9935,W,5
3556,7,0.29,0.35,1.4,0.036,42,109,3.31,0.62,11.6,0.99119,W,6
3557,6.7,0.18,0.25,14.3,0.048,79,149,3.12,0.37,9.7,0.9975,W,5
3558,6.2,0.22,0.27,1.5,0.064,20,132,3.22,0.46,9.2,0.9938,W,6
3559,6.4,0.22,0.34,1.4,0.023,56,115,3.18,0.7,11.7,0.98958,W,6
3560,6.5,0.24,0.19,1.2,0.041,30,111,2.99,0.46,9.4,0.99254,W,6
3561,7.3,0.21,0.29,1.6,0.034,29,118,3.3,0.5,11,0.9917,W,8
3562,6.9,0.38,0.28,8.3,0.062,22,166,3.16,0.72,10.6,0.99506,W,5
3563,5.6,0.32,0.32,8.3,0.043,32,105,3.24,0.47,11.2,0.99266,W,6
3564,7,0.15,0.28,14.7,0.051,29,149,2.96,0.39,9,0.99792,W,7
3565,6.6,0.17,0.3,1.1,0.031,13,73,3.17,0.58,11,0.99095,W,6
3566,11,0.2,0.48,2,0.343,6,18,3.3,0.71,10.5,0.9979,R,5
3567,7,0.19,0.23,5.7,0.123,27,104,3.04,0.54,9.4,0.9954,W,6
3568,7.4,0.2,1.66,2.1,0.022,34,113,3.26,0.55,12.2,0.99165,W,6
3569,7.4,0.17,0.29,1.4,0.047,23,107,3.52,0.65,10.4,0.9939,W,6
3570,7,0.24,0.3,6.7,0.039,37,125,3.2,0.39,9.9,0.99436,W,5
3571,6.9,0.29,0.32,5.8,0.04,16,112,3.04,0.58,11.2,0.993,W,5
3572,6.1,0.38,0.47,1.4,0.051,59,210,3.24,0.5,9.6,0.99309,W,5
3573,6.6,0.64,0.28,4.4,0.032,19,78,3.11,0.62,12.9,0.99036,W,6
3574,6,0.23,0.15,9.7,0.048,101,207,3.05,0.3,9.1,0.99571,W,5
3575,6.6,0.32,0.36,8,0.047,57,168,3.15,0.46,9.6,0.9949,W,5
3576,6.2,0.1,0.41,1,0.04,17,76,3.14,0.56,11.4,0.98988,W,7
3577,6.5,0.23,0.38,1.3,0.032,29,112,3.29,0.54,9.7,0.99298,W,5
3578,6,0.24,0.41,1.3,0.036,42,118,3.04,0.64,11.75,0.99018,W,6
3579,6.5,0.36,0.36,6.7,0.185,51.5,151,3.17,0.42,9.3,0.99528,W,5
3580,7.5,0.33,0.28,4.9,0.042,21,155,3.36,0.57,10.9,0.99385,W,6
3581,7.6,0.31,0.24,1.8,0.037,39,150,3.05,0.44,11.8,0.9913,W,7
3582,8,0.725,0.24,2.8,0.083,10,62,3.35,0.56,10,0.99685,R,6
3583,7.4,0.59,0.08,4.4,0.086,6,29,3.38,0.5,9,0.9974,R,4
3584,7.7,0.39,0.12,1.7,0.097,19,27,3.16,0.49,9.4,0.99596,R,5
3585,5.3,0.23,0.56,0.9,0.041,46,141,3.16,0.62,9.7,0.99119,W,5
